name,geoid,geometry
"Cleveland, TN",17420,"list(list(c(-84.946339, -84.925848, -84.860164, -84.782567, -84.716138, -84.667398, -84.51613, -84.495529, -84.292321, -84.321869, -84.621483, -84.9769734, -84.961146, -84.994029, -85.0236, -85.008702, -84.946339, 35.287717, 35.290671, 35.350074, 35.313536, 35.261773, 35.268041, 35.266472, 35.285472, 35.206677, 34.988408, 34.988329, 34.9876688, 35.015175, 35.035035, 35.125073, 35.183685, 35.287717)))"
"Uvalde, TX",46620,"list(list(c(-99.60313, -99.411817, -99.41388, -100.111406, -100.112098, -99.751765, -99.60313, 29.627181, 29.627514, 29.091335, 29.086318, 29.623263, 29.624772, 29.627181)))"
"State College, PA",44300,"list(list(c(-78.038203, -77.973012, -77.973078, -77.923631, -77.892724, -77.79856, -77.741911, -77.706941, -77.621759, -77.508596, -77.339925, -77.14416, -77.204027, -77.279236, -77.36418, -77.438467, -77.681334, -77.768549, -77.824506, -77.94425, -78.116521, -78.131834, -78.359912, -78.376518, -78.313854, -78.28863, -78.24922, -78.221622, -78.155491, -78.07774, -78.056933, -78.086788, -78.112239, -78.073089, -78.038203, 41.153633, 41.173021, 41.204188, 41.226427, 41.178259, 41.18195, 41.107614, 
41.113774, 41.091185, 40.962938, 40.987167, 41.044338, 40.99271, 40.90971, 40.846937, 40.824027, 40.729758, 40.719466, 40.743681, 40.691557, 40.739127, 40.743017, 40.732592, 40.754417, 40.808828, 40.849714, 40.855383, 40.91133, 40.942139, 40.958824, 41.039284, 41.058039, 41.114217, 41.121639, 41.153633)))"
"Missoula, MT",33540,"list(list(c(-113.634079, -113.466485, -113.46645, -113.302943, -113.302903, -113.416599, -113.417085, -113.479832, -113.479856, -113.545081, -113.55153, -113.668166, -113.667996, -113.793579, -114.424424, -114.467095, -114.547033, -114.61415, -114.641664, -114.624636, -114.674925, -114.549127, -114.566259, -114.566129, -114.525358, -114.483227, -114.483694, -114.566094, -114.586735, -114.65047, -114.650226, -114.712283, -114.712274, -114.775833, -114.797204, -114.708847, -114.68721, -114.563737, 
-114.49132, -114.423858, -114.292695, -114.254217, -114.18717, -113.933503, -113.933568, -113.821447, -113.821166, -113.870769, -113.889045, -113.87111, -113.942466, -113.9195, -113.930289, -113.634079, 47.600027, 47.600057, 47.179186, 47.179643, 46.832159, 46.832113, 46.802495, 46.802772, 46.744714, 46.744623, 46.716508, 46.716229, 46.658372, 46.660865, 46.660648, 46.631764, 46.64468, 46.639059, 46.679191, 46.711791, 46.747414, 46.747366, 46.833557, 46.963405, 47.00925, 47.023358, 47.067508, 47.06738, 
47.123757, 47.138244, 47.167163, 47.182187, 47.22559, 47.225573, 47.268916, 47.254689, 47.274335, 47.254611, 47.220205, 47.210091, 47.128129, 47.120746, 47.138191, 47.138289, 47.18172, 47.181709, 47.2687, 47.288158, 47.355012, 47.39197, 47.492805, 47.549411, 47.598499, 47.600027)))"
"Gadsden, AL",23460,"list(list(c(-86.303516, -86.200474, -86.106086, -85.843617, -85.841365, -85.811967, -85.737137, -85.738975, -85.740968, -85.881768, -85.899568, -85.96917, -85.995169, -86.065272, -86.097431, -86.112474, -86.166708, -86.168141, -86.212311, -86.251387, -86.290011, -86.325622, -86.332388, -86.303516, 34.099073, 34.17703, 34.200756, 34.200006, 34.110695, 34.125096, 33.989203, 33.96846, 33.935301, 33.950299, 33.906399, 33.914598, 33.864897, 33.842198, 33.861418, 33.903998, 33.9282, 33.965181, 33.987658, 
33.965708, 33.983719, 33.940147, 34.04648, 34.099073)))"
"Idaho Falls, ID",26820,"list(list(c(-112.155935, -112.15637, -111.977016, -111.977469, -111.858078, -111.804777, -111.778098, -111.713971, -111.625938, -111.626043, -111.399765, -111.243839, -111.198841, -111.141851, -111.067784, -111.0452047, -111.044617, -111.0441429, -111.589489, -111.588049, -111.822494, -111.822475, -112.043821, -112.043672, -112.103298, -112.520024, -112.519861, -112.699052, -112.698891, -112.816278, -112.816704, -112.936835, -112.947016, -113.007318, -113.361958, -113.36191, -113.63523, -113.634325, 
-113.685263, -113.701153, -113.798441, -113.76117, -113.68038, -113.528097, -113.448329, -113.442841, -113.377877, -113.410567, -113.453985, -113.446054, -113.457816, -113.416272, -113.416525, -112.995091, -112.994323, -112.695242, -112.694744, -112.155935, 44.05778, 43.971247, 43.970909, 43.797235, 43.718603, 43.702584, 43.675995, 43.655037, 43.655227, 43.626756, 43.621976, 43.621853, 43.539731, 43.546163, 43.526143, 43.5010519, 43.31572, 43.019408, 43.020052, 43.281841, 43.282286, 43.366035, 43.366708, 
43.410143, 43.425057, 43.42517, 43.626623, 43.62313, 43.540052, 43.535949, 43.449164, 43.449386, 43.284821, 43.284778, 43.284678, 43.36716, 43.367546, 43.497474, 43.532314, 43.584553, 43.569217, 43.621194, 43.659808, 43.718922, 43.775285, 43.808709, 43.8097, 43.8602, 43.873908, 43.983504, 44.059528, 44.059338, 44.233364, 44.234126, 43.972362, 43.971941, 44.058464, 44.05778)))"
"Miami, OK",33060,"list(list(c(-94.617964, -94.618307, -94.6180194, -94.999403, -94.999153, -95.028062, -95.00762, -94.617964, 36.998905, 36.76656, 36.6679212, 36.670631, 36.943238, 36.966503, 36.999514, 36.998905)))"
"Oxford, MS",37060,"list(list(c(-89.721341, -89.476653, -89.424459, -89.32644, -89.246133, -89.246339, -89.245485, -89.509748, -89.50944, -89.72105, -89.721341, 34.554274, 34.554015, 34.519129, 34.523128, 34.495633, 34.379344, 34.161186, 34.162082, 34.19096, 34.192545, 34.554274)))"
"Sweetwater, TX",45020,"list(list(c(-100.660626, -100.146543, -100.151911, -100.325082, -100.665353, -100.660626, 32.525312, 32.522793, 32.082638, 32.081414, 32.085407, 32.525312)))"
"Emporia, KS",21380,"list(list(c(-96.352613, -95.945924, -95.949654, -95.950282, -95.949994, -95.958862, -96.357277, -96.352613, 38.739021, 38.739112, 38.695385, 38.434105, 38.259706, 38.170939, 38.17266, 38.739021)))"
"Killeen-Temple, TX",28660,"list(list(c(-97.60523, -97.418606, -97.343426, -97.278113, -97.070188, -97.259082, -97.315507, -97.625051, -97.828512, -97.911684, -98.439687, -98.484429, -98.457493, -98.479328, -98.523459, -98.526959, -98.562739, -98.266794, -98.143284, -97.689834, -97.60523, 31.587762, 31.320202, 31.244215, 31.279799, 30.98622, 30.889596, 30.752371, 30.870372, 30.906188, 31.034919, 31.029537, 31.066357, 31.088209, 31.118071, 31.088886, 31.14039, 31.230582, 31.410521, 31.482522, 31.711019, 31.587762)))"
"Van Wert, OH",46780,"list(list(c(-84.8033131, -84.399486, -84.398407, -84.340969, -84.340531, -84.340101, -84.397374, -84.396778, -84.45618, -84.456172, -84.8021191, -84.8029361, -84.8033131, 40.989394, 40.990315, 40.903265, 40.903596, 40.859099, 40.816143, 40.815941, 40.684926, 40.684862, 40.728306, 40.7281459, 40.9225676, 40.989394)))"
"Show Low, AZ",43320,"list(list(c(-110.75069, -110.50069, -110.47019, -110.000682, -110.000674, -110.000674, -110.000674, -109.826936, -109.827205, -109.843646, -109.843696, -109.844624, -109.8505, -109.865231, -109.848246, -109.849387, -109.859393, -109.859274, -109.891766, -109.891759, -110.000649, -110.00066, -110.750672, -110.750678, -110.750685, -110.750691, -110.750692, -110.750694, -110.750698, -110.750696, -110.75069, 37.003197, 37.00426, 36.997997, 36.9979815, 36.506475, 36.256824, 35.662657, 35.662484, 35.517617, 
35.517874, 35.170402, 34.822562, 34.647442, 34.559689, 34.473435, 34.125945, 34.125991, 33.777683, 33.777777, 33.567829, 33.57693, 34.000046, 34.000048, 34.263314, 34.63665, 34.956941, 35.307685, 35.794833, 36.165944, 36.605363, 37.003197)))"
"Columbus, IN",18020,"list(list(c(-85.684515, -85.686783, -85.799834, -85.798804, -85.860498, -86.079844, -86.080272, -86.085601, -85.684515, 39.350049, 39.130859, 39.128897, 39.068536, 39.040921, 39.035903, 39.05027, 39.344189, 39.350049)))"
"Hot Springs, AR",26300,"list(list(c(-93.394289, -93.394456, -93.287785, -92.96925, -92.969765, -92.979902, -92.875456, -92.876976, -92.808028, -92.791498, -92.793197, -92.915079, -92.913462, -92.947878, -92.948071, -93.407227, -93.402189, -93.394289, 34.743393, 34.772355, 34.773193, 34.772266, 34.685241, 34.637222, 34.635124, 34.59112, 34.590406, 34.561985, 34.503606, 34.506114, 34.448361, 34.449063, 34.389255, 34.396853, 34.685193, 34.743393)))"
"Tucson, AZ",46060,"list(list(c(-113.333897, -113.028054, -112.490916, -111.955055, -111.569256, -111.569252, -111.157562, -111.157493, -110.845097, -110.451218, -110.451503, -110.448089, -110.451412, -110.451736, -110.855632, -110.855593, -111.164183, -111.163725, -111.366613, -111.3665723, -111.979417, -112.39942, -112.867074, -113.125961, -113.333767, -113.333897, 32.504938, 32.505204, 32.505711, 32.506729, 32.506769, 32.501389, 32.501655, 32.511255, 32.513866, 32.513995, 32.427354, 32.137591, 32.079718, 31.731267, 
31.731696, 31.726653, 31.725983, 31.521826, 31.521291, 31.4261324, 31.620683, 31.751757, 31.895488, 31.97278, 32.0387626, 32.504938)))"
"Grants, NM",24380,"list(list(c(-109.0458511, -108.469402, -108.468715, -107.734224, -107.734241, -107.628313, -107.628788, -107.309386, -107.23889, -107.066562, -107.202882, -107.204381, -107.201743, -107.709513, -108.060368, -108.407006, -109.046156, -109.0458511, 34.9598185, 34.959081, 35.306658, 35.304987, 35.348145, 35.348314, 35.304333, 35.305687, 35.305507, 34.95719, 34.957572, 34.608805, 34.578757, 34.57782, 34.579816, 34.578809, 34.579291, 34.9598185)))"
"Dayton, OH",19380,"list(list(c(-84.485367, -84.425902, -84.432575, -84.218658, -84.022919, -84.036069, -84.053736, -83.939838, -83.941289, -83.827439, -83.829374, -83.647169, -83.65333, -83.670196, -83.977005, -84.28478, -84.479213, -84.485367, 39.918491, 39.919622, 40.197037, 40.200004, 40.183945, 40.040182, 39.850458, 39.843412, 39.828838, 39.822563, 39.797766, 39.773029, 39.716876, 39.550254, 39.569169, 39.589128, 39.591024, 39.918491)))"
"Rock Springs, WY",40540,"list(list(c(-109.043864, -108.698578, -108.125032, -107.522722, -107.522321, -107.503821, -107.50549, -107.50972, -107.929736, -107.92988, -107.917104, -107.918421, -108.250649, -109.050076, -109.500694, -110.000708, -110.0484825, -110.048, -110.046408, -110.054409, -110.053708, -109.49666, -109.043864, 42.263684, 42.263141, 42.262516, 42.261756, 42.087957, 42.087957, 41.74053, 41.657452, 41.659596, 41.39853, 41.398499, 41.002036, 41.000114, 41.000659, 40.999127, 40.997352, 40.9975546, 41.578015, 
42.006948, 42.007048, 42.270744, 42.263319, 42.263684)))"
"Pontiac, IL",38700,"list(list(c(-88.93139, -88.930881, -88.58624, -88.251501, -88.2473, -88.23495, -88.459475, -88.574502, -88.584272, -88.929331, -88.93139, 40.92774, 41.1059, 41.108293, 41.114218, 40.99456, 40.618208, 40.617345, 40.61655, 40.757608, 40.753337, 40.92774)))"
"Wheeling, WV-OH",48540,"list(list(c(-81.234053, -81.225924, -80.882892, -80.7029242, -80.6818122, -80.519104, -80.5192169, -80.519342, -80.8334628, -80.865339, -80.826079, -80.821279, -81.237316, -81.234053, 39.95127, 40.170075, 40.159495, 40.1572567, 40.1855662, 40.159672, 39.9621994, 39.721403, 39.7208124, 39.753251, 39.798584, 39.849982, 39.867828, 39.95127)))"
"Branson, MO",14700,"list(list(c(-93.610126, -93.337451, -93.342041, -92.909336, -92.764869, -92.772333, -92.8540495, -93.2934668, -93.584281, -93.5738, -93.612929, -93.610126, 36.99581, 36.992494, 36.817301, 36.809178, 36.806097, 36.497772, 36.4979826, 36.4983437, 36.498896, 36.820032, 36.820562, 36.99581)))"
"Jacksonville, IL",27300,"list(list(c(-89.994405, -89.984745, -89.923955, -89.926037, -90.15375, -90.581055, -90.57662, -90.607668, -90.64599, -90.566598, -90.583652, -90.239271, -89.994405, 39.87286, 39.718079, 39.558678, 39.522104, 39.520315, 39.521728, 39.559536, 39.637483, 39.703368, 39.833162, 39.876613, 39.873229, 39.87286)))"
"Winona, MN",49100,"list(list(c(-91.8583929, -91.817302, -91.710597, -91.644717, -91.582604, -91.440536, -91.425188, -91.364736, -91.284138, -91.730424, -92.079292, -92.079142, -91.8583929, 44.1930032, 44.164235, 44.12048, 44.062782, 44.027381, 44.001501, 43.984322, 43.934884, 43.847065, 43.846935, 43.84708, 44.192984, 44.1930032)))"
"Gainesville, GA",23580,"list(list(c(-83.980649, -83.887604, -83.843405, -83.666415, -83.615251, -83.66967, -83.620115, -83.817682, -83.867656, -84.062841, -84.041344, -83.989914, -83.927284, -83.984332, -83.980649, 34.418389, 34.468788, 34.505494, 34.503602, 34.431748, 34.3661, 34.295276, 34.127493, 34.098506, 34.167873, 34.193619, 34.195133, 34.279399, 34.382959, 34.418389)))"
"Sault Ste. Marie, MI",42300,"list(list(c(-83.882867, -83.845399, -83.806097, -83.765253, -83.671689, -83.7197883, -83.63498, -83.5540611, -83.534429, -83.4732211, -83.526347, -83.581252, -83.65766, -83.7868546, -83.882867, 45.975453, 46.025679, 45.983876, 46.0257678, 46.05493, 46.1010314, 46.103953, 46.0588826, 46.007654, 45.9844218, 45.918636, 45.920007, 45.945463, 45.9335848, 45.975453)), list(c(-85.239122, -85.237875, -85.173042, -85.063556, -84.9989968, -85.027513, -85.035476, -85.027083, -85.054943, -85.033766, -84.921931, 
-84.861448, -84.800101, -84.678423, -84.63102, -84.591874, -84.596263, -84.462597, -84.463322, -84.420274, -84.343599, -84.254434, -84.226131, -84.128925, -84.111225, -84.146172, -84.119629, -84.1189308, -84.2125259, -84.273018, -84.221001, -84.177298, -84.100126, -84.026536, -84.071741, -83.966412, -83.908583, -83.907229, -84.017565, -84.114186, -84.239332, -84.238884, -84.36309, -84.363503, -85.112513, -85.113329, -85.237839, -85.239122, 46.412865, 46.7556789, 46.763634, 46.757856, 46.7708734, 
46.697451, 46.581547, 46.543038, 46.51475, 46.48767, 46.469962, 46.46993, 46.446219, 46.487694, 46.484868, 46.445324, 46.415144, 46.44094, 46.467435, 46.501077, 46.507713, 46.500821, 46.53392, 46.530119, 46.504119, 46.41852, 46.315013, 46.2338485, 46.2326475, 46.201451, 46.163062, 46.183993, 46.15077, 46.131648, 46.092441, 46.019043, 46.011471, 45.969258, 45.959046, 45.985152, 45.984914, 46.071457, 46.071574, 46.157984, 46.158263, 46.245722, 46.24543, 46.412865)))"
"Calhoun, GA",15660,"list(list(c(-85.069159, -85.050446, -84.863908, -84.779475, -84.714121, -84.705263, -84.654523, -84.654366, -84.653232, -84.733878, -84.734118, -84.952546, -85.005775, -85.086761, -85.089997, -85.069159, 34.587184, 34.622482, 34.615759, 34.608332, 34.619012, 34.590767, 34.583187, 34.548946, 34.41259, 34.412968, 34.396495, 34.398955, 34.392446, 34.401264, 34.541915, 34.587184)))"
"Phoenix-Mesa-Scottsdale, AZ",38060,"list(list(c(-113.333753, -112.743799, -112.27604, -112.235269, -112.232224, -112.195658, -112.161745, -112.164758, -111.72531, -111.494778, -111.433096, -111.44716, -111.405069, -111.412235, -111.372317, -111.386812, -111.336637, -111.315219, -111.257514, -111.209444, -111.15309, -110.974599, -110.946684, -110.783213, -110.729344, -110.725701, -110.683286, -110.634412, -110.593459, -110.504733, -110.449021, -110.448457, -110.451218, -110.845097, -111.157493, -111.157562, -111.569252, -111.569256, 
-111.955055, -112.490916, -113.028054, -113.333897, -113.333708, -113.33392, -113.333753, 33.999227, 33.999857, 33.882312, 33.915855, 33.954414, 33.974502, 34.019273, 34.04817, 33.999849, 33.999817, 33.984401, 33.934755, 33.919217, 33.884603, 33.823924, 33.750044, 33.720007, 33.681546, 33.620977, 33.633499, 33.677112, 33.341754, 33.250053, 32.984787, 33.027305, 33.069392, 33.088118, 33.142366, 33.133926, 33.186248, 33.194526, 32.771158, 32.513995, 32.513866, 32.511255, 32.501655, 32.501389, 32.506769, 
32.506729, 32.505711, 32.505204, 32.504938, 32.767482, 33.377425, 33.999227)))"
"Homosassa Springs, FL",26140,"list(list(c(-82.535591, -82.472923, -82.416365, -82.366411, -82.311697, -82.273585, -82.182602, -82.170848, -82.249207, -82.263052, -82.417785, -82.418353, -82.6688896, -82.712373, -82.691972, -82.7129012, -82.730245, -82.689775, -82.6978327, -82.755421, -82.689814, -82.612653, -82.535591, 29.044855, 29.051203, 29.013337, 29.002616, 28.960391, 28.897216, 28.821785, 28.79019, 28.717393, 28.667634, 28.665898, 28.694859, 28.6943024, 28.720921, 28.788856, 28.799614, 28.850155, 28.885495, 28.9234409, 
29.001865, 29.033962, 29.009271, 29.044855)))"
"Mason City, IA",32380,"list(list(c(-93.4973499, -93.049192, -93.0243476, -93.025144, -93.498617, -93.4973499, 43.4994558, 43.4995714, 43.4995722, 42.907549, 42.908512, 43.4994558)))"
"Muskogee, OK",34780,"list(list(c(-95.265679, -95.127163, -95.127464, -95.132437, -95.088335, -95.049933, -95.123279, -95.157754, -95.23134, -95.26215, -95.311748, -95.34465, -95.34503, -95.712957, -95.713081, -95.766265, -95.766166, -95.65042, -95.639791, -95.584647, -95.563091, -95.477552, -95.420248, -95.360363, -95.265679, 35.813266, 35.812755, 35.638894, 35.526196, 35.464796, 35.458894, 35.372324, 35.371513, 35.265927, 35.268994, 35.302697, 35.293097, 35.552241, 35.551802, 35.725807, 35.72575, 35.856403, 35.856756, 
35.790986, 35.765556, 35.787908, 35.804199, 35.799599, 35.822411, 35.813266)))"
"Springfield, MO",44180,"list(list(c(-92.855384, -92.859913, -92.846281, -92.853481, -92.686671, -92.692303, -92.67897, -92.685867, -92.903273, -92.909336, -93.342041, -93.337451, -93.610126, -93.605095, -93.625844, -93.609489, -93.632439, -93.628404, -93.574103, -93.187915, -93.182113, -92.855384, 37.895736, 37.721239, 37.721039, 37.48397, 37.481545, 37.263514, 37.263149, 37.067051, 37.070651, 36.809178, 36.817301, 36.992494, 36.99581, 37.281482, 37.282011, 37.741755, 37.742302, 37.829435, 37.813336, 37.802737, 37.904178, 
37.895736)))"
"Whitewater-Elkhorn, WI",48580,"list(list(c(-88.777076, -88.541535, -88.306384, -88.305891, -88.304692, -88.70738, -88.7764931, -88.777076, 42.842694, 42.842996, 42.842095, 42.610817, 42.4947727, 42.493587, 42.4920236, 42.842694)))"
"Lebanon, MO",30060,"list(list(c(-92.855384, -92.620181, -92.600077, -92.549074, -92.501467, -92.452953, -92.409231, -92.413661, -92.248937, -92.249463, -92.252261, -92.686671, -92.853481, -92.846281, -92.859913, -92.855384, 37.895736, 37.892521, 37.840338, 37.800539, 37.827735, 37.824083, 37.85918, 37.71416, 37.648471, 37.604543, 37.472944, 37.481545, 37.48397, 37.721039, 37.721239, 37.895736)))"
"Fort Morgan, CO",22820,"list(list(c(-103.581844, -103.4672, -103.465377, -103.470982, -103.471991, -103.705701, -104.150332, -104.150494, -104.147714, -103.695926, -103.581844, 40.523383, 40.523253, 40.436346, 40.349759, 40.001529, 40.001366, 40.000856, 40.350245, 40.524389, 40.522018, 40.523383)))"
"Parsons, KS",37660,"list(list(c(-95.52113, -95.088189, -95.075166, -95.073509, -95.522415, -95.518017, -95.52113, 37.38399, 37.383837, 37.339937, 36.999509, 36.9992811, 37.251718, 37.38399)))"
"Montrose, CO",33940,"list(list(c(-109.059962, -108.379136, -108.378698, -107.84856, -107.500655, -107.50002, -107.63504, -107.635697, -108.13238, -108.104819, -108.086604, -108.011531, -107.937588, -107.946963, -108.539592, -109.0418366, -109.060062, -109.059962, 38.499987, 38.499987, 38.668097, 38.668113, 38.668553, 38.301926, 38.301896, 38.332148, 38.331573, 38.313718, 38.255202, 38.255261, 38.218992, 38.152491, 38.152649, 38.1530321, 38.275489, 38.499987)))"
"Plattsburgh, NY",38460,"list(list(c(-74.0273919, -73.639718, -73.343124, -73.338482, -73.381359, -73.335443, -73.365561, -73.365977, -73.38982, -73.33863, -73.463838, -73.495372, -73.571307, -73.701105, -73.909687, -73.932927, -73.9459, -73.966148, -73.986382, -74.006692, -74.006668, -74.0273919, 44.9957655, 45.003464, 45.01084, 44.924112, 44.845021, 44.804602, 44.741786, 44.697559, 44.61721, 44.546844, 44.537681, 44.487447, 44.465332, 44.445544, 44.429699, 44.576197, 44.574869, 44.709118, 44.707773, 44.836938, 44.886017, 
44.9957655)))"
"Atchison, KS",11860,"list(list(c(-95.564126, -95.33974, -95.12526, -95.056897, -95.107454, -95.102888, -95.049845, -95.033408, -94.971537, -95.180891, -95.570351, -95.570348, -95.564126, 39.652872, 39.65298, 39.652882, 39.580567, 39.573843, 39.533347, 39.494415, 39.460876, 39.418806, 39.419218, 39.41905, 39.56587, 39.652872)))"
"Albuquerque, NM",10740,"list(list(c(-107.626511, -107.624283, -107.254029, -106.885053, -106.885317, -106.247164, -106.248161, -106.300374, -106.315793, -106.399713, -106.4007, -106.357028, -106.282606, -106.250499, -106.248948, -106.243874, -105.714419, -105.290791, -105.290396, -105.312765, -105.313072, -105.313218, -105.925968, -106.415972, -106.416924, -106.456314, -106.504624, -106.768281, -106.882561, -107.201743, -107.204381, -107.202882, -107.066562, -107.23889, -107.309386, -107.306122, -107.30835, -107.308667, 
-107.626511, 36.000288, 36.219809, 36.216567, 36.21657, 35.998969, 36.001434, 35.966327, 35.973389, 35.952521, 35.960095, 35.807567, 35.816374, 35.791905, 35.755818, 35.304567, 35.040003, 35.041605, 35.04203, 34.606766, 34.606951, 34.347205, 34.260031, 34.25999, 34.259822, 34.439687, 34.437054, 34.457003, 34.531262, 34.579457, 34.578757, 34.608805, 34.957572, 34.95719, 35.305507, 35.305687, 35.41906, 35.583474, 35.998556, 36.000288)))"
"Green Bay, WI",24580,"list(list(c(-88.428102, -88.30581, -88.309063, -88.186355, -88.189247, -88.118879, -88.121152, -87.942995, -87.944436, -87.760071, -87.76262, -87.812989, -87.844299, -87.827751, -87.866237, -87.901137, -87.9353808, -87.983494, -88.003864, -88.043445, -88.005518, -87.929001, -87.866884, -87.765774, -87.7360584, -87.3750783, -87.437493, -87.483696, -87.5429502, -87.887526, -87.888087, -88.04324, -88.192611, -88.190465, -88.245204, -88.242687, -88.252362, -88.248213, -88.489149, -88.483732, -88.641159, 
-88.638174, -88.680066, -88.67782, -88.428102, 45.37701, 45.374548, 45.20158, 45.197974, 45.111844, 45.110197, 45.023581, 45.020418, 44.993057, 44.99053, 44.9657965, 44.954013, 44.918524, 44.891229, 44.840481, 44.827365, 44.7654037, 44.720196, 44.617781, 44.569786, 44.539216, 44.535993, 44.608434, 44.642023, 44.6770255, 44.6753887, 44.605071, 44.511354, 44.3275125, 44.327589, 44.240461, 44.241018, 44.241947, 44.586799, 44.584746, 44.679631, 44.766805, 44.852739, 44.855445, 45.116887, 45.117346, 45.204815, 
45.204994, 45.378929, 45.37701)))"
"Victoria, TX",47020,"list(list(c(-97.77853, -97.41734, -97.339985, -97.305916, -96.976378, -96.938587, -96.832103, -96.791665, -96.733682, -96.711514, -96.719652, -96.670091, -96.643442, -96.722814, -96.853757, -96.930367, -96.903795, -96.890951, -96.925144, -96.982147, -97.027131, -97.161563, -97.375579, -97.4805, -97.517853, -97.553916, -97.553932, -97.577058, -97.646595, -97.696572, -97.731603, -97.77853, 28.668027, 28.925228, 28.895647, 28.864037, 29.104046, 29.063244, 29.021299, 28.918299, 28.889014, 28.851411, 
28.817178, 28.761191, 28.712105, 28.669759, 28.635199, 28.586728, 28.567033, 28.507178, 28.48835, 28.499639, 28.532412, 28.552719, 28.388684, 28.433889, 28.431972, 28.455278, 28.502864, 28.522547, 28.520928, 28.541537, 28.628063, 28.668027)))"
"Rochester, NY",40380,"list(list(c(-78.4655021, -78.370221, -78.233609, -78.104509, -77.976438, -77.875335, -77.756931, -77.714129, -77.653759, -77.565075, -77.534184, -77.436831, -77.341092, -77.264177, -77.1117417, -77.042201, -76.952412, -76.904288, -76.787949, -76.7225013, -76.702325, -76.713806, -76.963926, -76.963365, -76.977888, -76.895349, -76.895596, -76.889805, -76.963977, -76.989329, -77.107203, -77.149502, -77.143795, -77.490889, -77.659917, -77.661315, -77.720617, -77.722964, -77.840231, -77.840694, -78.04284, 
-78.050359, -78.011965, -77.956334, -77.954964, -77.95553, -77.911413, -77.904121, -77.951044, -77.905934, -78.465505, -78.460416, -78.4655021, 43.3712324, 43.376505, 43.36907, 43.375628, 43.369159, 43.34966, 43.337361, 43.323561, 43.279484, 43.238165, 43.234569, 43.265701, 43.280661, 43.277363, 43.2879255, 43.270845, 43.270313, 43.291816, 43.311309, 43.3436862, 43.080393, 43.024035, 43.013157, 42.872945, 42.77324, 42.656255, 42.541537, 42.463054, 42.459186, 42.484821, 42.483771, 42.50007, 42.576869, 
42.577288, 42.580409, 42.535067, 42.535066, 42.471216, 42.474576, 42.517771, 42.518632, 42.573585, 42.586861, 42.667322, 42.862754, 42.905861, 42.945064, 43.037056, 43.039544, 43.133561, 43.128619, 43.216222, 43.3712324)))"
"Sandpoint, ID",41760,"list(list(c(-117.0323846, -116.785174, -116.784878, -116.0491402, -116.049109, -116.104121, -116.161863, -116.233113, -116.282236, -116.329601, -116.329538, -116.505104, -116.504329, -116.63302, -116.633337, -117.0422641, -117.035178, -117.0323846, 48.8466653, 48.847402, 48.500472, 48.5020457, 47.9773353, 48.02311, 48.021577, 48.06889, 48.059386, 48.017722, 47.890393, 47.890142, 47.991386, 47.991496, 47.97723, 47.9774515, 48.370878, 48.8466653)))"
"Key West, FL",28580,"list(list(c(-80.487215, -80.495133, -80.397863, -80.420461, -80.401684, -80.352841, -80.334421, -80.344166, -80.253015, -80.364368, -80.358183, -80.407076, -80.461342, -80.44304, -80.487215, 25.207126, 25.226062, 25.2534798, 25.21197, 25.192077, 25.207561, 25.240459, 25.276572, 25.3403701, 25.167234, 25.153228, 25.104349, 25.132487, 25.18498, 25.207126)), list(c(-81.4684909, -80.873096, -80.87319, -80.862191, -80.8578516, -80.900577, -80.999176, -81.079859, -81.141024, -81.170907, -81.151916, -81.12141, 
-81.123048, -81.168652, -81.208201, -81.203175, -81.241708, -81.271489, -81.290328, -81.381881, -81.381406, -81.4684909, 25.803327, 25.805377, 25.363993, 25.364193, 25.1766341, 25.139669, 25.124222, 25.118797, 25.163868, 25.245857, 25.324766, 25.33875, 25.379116, 25.463848, 25.504937, 25.53416, 25.606524, 25.61434, 25.687506, 25.74919, 25.775519, 25.803327)), list(c(-81.811693, -81.721995, -81.765336, -81.745651, -81.672338, -81.584599, -81.498101, -81.44351, -81.371822, -81.366307, -81.319603, -81.296895, 
-81.363099, -81.446881, -81.505944, -81.517404, -81.685243, -81.812536, -81.811693, 24.568745, 24.606654, 24.632626, 24.659882, 24.699514, 24.736696, 24.792574, 24.813364, 24.779089, 24.742396, 24.702672, 24.655382, 24.630963, 24.65343, 24.65451, 24.621239, 24.558676, 24.545469, 24.568745)))"
"St. George, UT",41100,"list(list(c(-114.052472, -113.587797, -113.587773, -113.474485, -113.474029, -113.25334, -113.25349, -113.146084, -113.037048, -113.037088, -112.900993, -112.8991909, -113.4095788, -114.0506, -114.052472, 37.604776, 37.604611, 37.618223, 37.618289, 37.529085, 37.528983, 37.482167, 37.474298, 37.474474, 37.499748, 37.500021, 37.0003197, 37.0001113, 37.000396, 37.604776)))"
"Danville, KY",19220,"list(list(c(-84.446719, -84.502932, -84.556461, -84.720712, -84.706821, -84.722826, -84.796104, -84.850816, -84.857086, -85.002183, -85.039674, -85.025021, -84.807688, -84.793574, -84.704273, -84.698217, -84.651827, -84.652567, -84.473024, -84.446719, 37.485893, 37.328801, 37.355729, 37.238328, 37.302223, 37.360043, 37.390556, 37.427143, 37.528519, 37.533628, 37.545232, 37.678854, 37.704769, 37.717249, 37.697633, 37.668506, 37.649684, 37.61821, 37.494483, 37.485893)))"
