name,geoid,geometry
"Beaver Dam, WI",13180,"list(list(c(-89.006848, -88.886052, -88.401041, -88.400426, -88.401544, -88.418439, -88.417987, -88.535843, -89.008832, -89.004686, -89.006848, 43.633045, 43.63354, 43.630933, 43.543532, 43.370071, 43.370175, 43.194697, 43.196048, 43.197724, 43.371693, 43.633045)))"
"Ozark, AL",37120,"list(list(c(-85.789142, -85.748251, -85.416437, -85.417065, -85.485442, -85.485854, -85.602956, -85.666121, -85.710333, -85.791402, -85.789142, 31.617964, 31.618048, 31.619466, 31.286188, 31.287095, 31.246096, 31.272378, 31.267316, 31.195173, 31.196349, 31.617964)))"
"Danville, IL",19180,"list(list(c(-87.935309, -87.5263662, -87.5265965, -87.5314569, -87.5331864, -87.557513, -87.615826, -87.937645, -87.942103, -87.92876, -87.935309, 40.485923, 40.491237, 40.4768761, 40.1481271, 39.8829997, 39.868719, 39.881621, 39.879803, 40.225482, 40.225619, 40.485923)))"
"Ottumwa, IA",36900,"list(list(c(-92.640361, -92.410233, -92.179974, -92.179072, -92.17978, -92.3508067, -92.637898, -92.640361, 41.161298, 41.161942, 41.162662, 40.89972, 40.600529, 40.5972732, 40.590853, 41.161298)))"
"Muncie, IN",34620,"list(list(c(-85.578589, -85.44433, -85.220486, -85.214386, -85.576197, -85.578589, 40.379524, 40.37914, 40.379212, 40.076889, 40.077143, 40.379524)))"
"Brownwood, TX",15220,"list(list(c(-99.195871, -99.118665, -98.924401, -98.668441, -98.759983, -98.779951, -99.019011, -99.041052, -99.083285, -99.202768, -99.203411, -99.195871, 32.079235, 32.079585, 32.078018, 31.700514, 31.687906, 31.610735, 31.469599, 31.490579, 31.458557, 31.467234, 31.758221, 32.079235)))"
"Racine, WI",39540,"list(list(c(-88.306384, -87.8271348, -87.766675, -87.782374, -87.8058559, -88.188306, -88.188173, -88.305891, -88.306384, 42.842095, 42.8422215, 42.784896, 42.708219, 42.667889, 42.669709, 42.611456, 42.610817, 42.842095)))"
"McAlester, OK",32540,"list(list(c(-96.09207, -96.088843, -96.0051, -95.928458, -95.892174, -95.870663, -95.793271, -95.768471, -95.67998, -95.680967, -95.615664, -95.572662, -95.513359, -95.500366, -95.45125, -95.454954, -95.349339, -95.349437, -95.507658, -95.513958, -95.514315, -95.881987, -95.882103, -96.092043, -96.09207, 34.78711, 35.049863, 35.14877, 35.143594, 35.152096, 35.185986, 35.197298, 35.178998, 35.203459, 35.220998, 35.249698, 35.244298, 35.268697, 35.300892, 35.296019, 35.160577, 35.160296, 35.029299, 
35.029197, 34.854928, 34.594153, 34.593528, 34.680475, 34.680556, 34.78711)))"
"Port Angeles, WA",38820,"list(list(c(-124.731746, -124.704153, -124.65894, -124.696703, -124.716947, -124.653243, -124.564841, -124.380874, -124.250882, -124.130691, -124.050734, -123.866677, -123.702743, -123.590839, -123.551131, -123.507235, -123.424668, -123.248615, -123.1644, -123.06621, -123.038727, -122.979413, -122.94918, -122.949167, -123.505917, -123.505917, -123.925999, -124.438456, -124.6107631, -124.672427, -124.687101, -124.731746, 48.169997, 48.184422, 48.331057, 48.349748, 48.389776, 48.390691, 48.367921, 
48.284699, 48.264773, 48.220645, 48.177747, 48.154796, 48.166783, 48.134949, 48.151382, 48.131807, 48.118065, 48.115745, 48.165894, 48.120469, 48.081138, 48.09594, 48.06515, 47.866822, 47.866897, 47.88108, 47.881372, 47.88313, 47.880607, 47.964414, 48.098657, 48.169997)))"
"Lexington, NE",30420,"list(list(c(-100.224235, -99.425986, -99.426551, -99.417316, -99.643462, -99.642209, -100.094798, -100.095095, -99.981193, -99.981743, -100.223311, -100.224235, 41.046597, 41.046471, 40.69977, 40.670825, 40.684911, 40.3512, 40.351245, 40.438656, 40.438291, 40.700003, 40.700254, 41.046597)))"
"Harrison, AR",25460,"list(list(c(-93.479528, -93.30082, -93.2934668, -92.8540495, -92.884954, -92.890695, -92.944666, -92.93851, -92.951315, -93.164452, -93.519575, -93.519204, -93.523639, -93.486138, -93.450715, -93.445619, -93.48022, -93.479528, 36.125072, 36.12155, 36.4983437, 36.4979826, 36.490891, 36.114132, 36.115123, 36.071726, 35.724663, 35.728831, 35.734422, 35.763521, 35.881592, 35.953299, 35.967493, 36.080749, 36.081425, 36.125072)))"
"Mexico, MO",33020,"list(list(c(-92.310028, -92.100742, -91.717968, -91.718467, -91.438235, -91.409033, -91.629598, -91.633998, -92.110387, -92.104374, -92.314471, -92.310028, 39.347795, 39.340933, 39.339122, 39.324505, 39.318716, 39.142542, 39.147853, 39.059057, 39.064204, 39.239809, 39.246454, 39.347795)))"
"Hereford, TX",25820,"list(list(c(-103.042377, -102.625635, -102.167471, -102.168839, -102.370898, -103.042769, -103.0425524, -103.042377, 35.183149, 35.18725, 35.183233, 34.747417, 34.746024, 34.747361, 34.9541421, 35.183149)))"
"Brookings, SD",15100,"list(list(c(-97.129083, -97.128024, -96.4519902, -96.4527743, -96.707967, -97.129671, -97.129083, 44.268232, 44.543126, 44.5436388, 44.19678, 44.195443, 44.195933, 44.268232)))"
"Mount Pleasant, MI",34380,"list(list(c(-85.088811, -84.606037, -84.60754, -84.845962, -85.084996, -85.088811, 43.813676, 43.815365, 43.466006, 43.466158, 43.46619, 43.813676)))"
"Albert Lea, MN",10660,"list(list(c(-93.406642, -93.049524, -93.049192, -93.4973499, -93.648533, -93.64829, -93.406642, 43.84812, 43.848443, 43.4995714, 43.4994558, 43.4995587, 43.848139, 43.84812)))"
"McPherson, KS",32700,"list(list(c(-97.924795, -97.371911, -97.37175, -97.701841, -97.922136, -97.9252, -97.924795, 38.60988, 38.609353, 38.173673, 38.173814, 38.173713, 38.260495, 38.60988)))"
"Pahrump, NV",37220,"list(list(c(-117.865116, -117.775468, -117.331857, -116.600946, -115.907071, -115.599878, -115.000846, -115.000846, -115.893857, -115.894994, -115.896309, -115.896925, -115.895128, -115.895753, -115.845762, -115.8459839, -116.375875, -116.7102864, -117.1660005, -117.165665, -117.165181, -117.721203, -118.196235, -118.196274, -117.865116, 39.073654, 39.093425, 39.16343, 39.161463, 39.161848, 38.999933, 38.677322, 38.050757, 38.050531, 37.711322, 37.375257, 36.842085, 36.404333, 36.172227, 36.170764, 
35.9642075, 36.372562, 36.6274844, 36.971224, 37.429352, 37.999933, 38.499924, 38.919058, 38.999926, 39.073654)))"
"Mitchell, SD",33580,"list(list(c(-97.608517, -97.607012, -98.2021, -98.320595, -98.325224, -98.325242, -97.608517, 43.849059, 43.499826, 43.497916, 43.498651, 43.586537, 43.851058, 43.849059)))"
"Ludington, MI",31220,"list(list(c(-86.508764, -86.446883, -86.3869026, -86.043507, -86.037884, -86.4307942, -86.463136, -86.514742, -86.508764, 44.067881, 44.10597, 44.1786296, 44.167088, 43.815611, 43.819407, 43.970976, 44.04792, 44.067881)))"
"Huron, SD",26700,"list(list(c(-98.705762, -98.341856, -97.856226, -97.85321, -97.85366, -98.700453, -98.701331, -98.705762, 44.634159, 44.632732, 44.631178, 44.543897, 44.195233, 44.196727, 44.547292, 44.634159)))"
"Albany, GA",10500,"list(list(c(-84.443807, -84.383367, -84.010768, -83.922494, -83.924617, -83.855653, -83.802723, -83.796846, -83.718774, -83.649384, -83.65409, -83.99943, -83.997796, -84.137769, -84.225546, -84.3409, -84.340672, -84.40375, -84.448692, -84.506823, -84.508078, -84.542653, -84.537101, -84.641673, -84.637579, -84.490813, -84.429876, -84.412521, -84.454923, -84.450416, -84.546854, -84.535527, -84.570329, -84.603086, -84.599776, -84.45331, -84.443807, 31.967456, 31.916938, 31.913581, 31.909653, 31.84837, 
31.836833, 31.803579, 31.622929, 31.622028, 31.567977, 31.330661, 31.334966, 31.443753, 31.442677, 31.355435, 31.304916, 31.278714, 31.202735, 31.180162, 31.123336, 31.0784, 31.079029, 31.255932, 31.258967, 31.433926, 31.427882, 31.436661, 31.45693, 31.548331, 31.621255, 31.621199, 31.681828, 31.760662, 31.772001, 31.920171, 31.919224, 31.967456)))"
"Auburn, IN",12140,"list(list(c(-85.194084, -84.804729, -84.8039563, -84.8035817, -85.192094, -85.194084, 41.526437, 41.5301346, 41.4260445, 41.271273, 41.264209, 41.526437)))"
"Fremont, OH",23380,"list(list(c(-83.414626, -83.338991, -83.338196, -83.0378895, -82.971399, -82.9422, -82.903281, -82.847804, -82.841475, -82.840087, -83.419843, -83.414626, 41.500228, 41.501189, 41.457508, 41.4581072, 41.449433, 41.419754, 41.430155, 41.430516, 41.290023, 41.255337, 41.254003, 41.500228)))"
"Goldsboro, NC",24140,"list(list(c(-78.064784, -77.822511, -77.826744, -77.806248, -77.82418, -77.834249, -77.883732, -77.97797, -78.021001, -78.077389, -78.16342, -78.161845, -78.246403, -78.30658, -78.289711, -78.215478, -78.158789, -78.15491, -78.064784, 35.585263, 35.585383, 35.42409, 35.368754, 35.343811, 35.177846, 35.162353, 35.170346, 35.193918, 35.175135, 35.189716, 35.204323, 35.226188, 35.287604, 35.315077, 35.341527, 35.347488, 35.41781, 35.585263)))"
"Wapakoneta, OH",47540,"list(list(c(-84.45618, -84.396778, -84.222799, -84.222749, -84.107908, -84.107787, -83.880194, -83.879932, -83.993867, -84.002372, -84.339137, -84.338768, -84.434018, -84.434387, -84.455418, -84.45618, 40.684862, 40.684926, 40.685957, 40.656948, 40.657938, 40.643069, 40.64469, 40.538708, 40.535174, 40.483115, 40.481076, 40.378742, 40.378246, 40.354534, 40.358589, 40.684862)))"
"Batavia, NY",12860,"list(list(c(-78.465505, -77.905934, -77.951044, -77.904121, -77.911413, -77.95553, -77.954964, -78.074171, -78.464381, -78.465505, 43.128619, 43.133561, 43.039544, 43.037056, 42.945064, 42.905861, 42.862754, 42.870188, 42.867461, 43.128619)))"
"Kendallville, IN",28340,"list(list(c(-85.654747, -85.194084, -85.192094, -85.53718, -85.536288, -85.651928, -85.653507, -85.654747, 41.523347, 41.526437, 41.264209, 41.266157, 41.295241, 41.294776, 41.436856, 41.523347)))"
"North Vernon, IN",35860,"list(list(c(-85.686783, -85.56632, -85.440054, -85.444897, -85.5382, -85.537431, -85.610595, -85.683839, -85.747474, -85.795357, -85.798804, -85.799834, -85.686783, 39.130859, 39.132761, 39.195617, 38.912998, 38.912217, 38.88278, 38.824247, 38.815406, 38.822267, 38.807508, 39.068536, 39.128897, 39.130859)))"
"Douglas, GA",20060,"list(list(c(-82.99836, -82.995698, -82.978493, -82.866478, -82.838608, -82.836633, -82.627342, -82.628273, -82.596283, -82.597509, -82.628181, -82.628975, -82.817174, -82.844093, -82.958061, -82.958519, -83.140483, -83.151087, -83.11166, -83.060043, -83.058807, -82.99836, 31.673164, 31.780983, 31.793139, 31.78532, 31.808123, 31.671398, 31.672672, 31.558329, 31.557899, 31.469293, 31.469351, 31.36393, 31.364484, 31.403328, 31.402998, 31.417274, 31.420395, 31.461552, 31.478229, 31.565493, 31.611212, 
31.673164)))"
"Boone, IA",14340,"list(list(c(-94.164704, -93.93158, -93.69839, -93.698032, -94.164138, -94.164704, 42.20992, 42.209908, 42.209339, 41.86337, 41.863244, 42.20992)))"
"Murray, KY",34660,"list(list(c(-88.485697, -88.110831, -88.070532, -88.032489, -88.0532916, -88.4890752, -88.485697, 36.750328, 36.74715, 36.678118, 36.540662, 36.4971306, 36.5010677, 36.750328)))"
"Morehead City, NC",33980,"list(list(c(-76.6772374, -76.631052, -76.578525, -76.564702, -76.488682, -76.485813, -76.435763, -76.422845, -76.3803, -76.320642, -76.27786, -76.346787, -76.4494666, -76.512687, -76.575673, -76.577574, -76.620606, -76.6205028, -76.714024, -76.84193, -76.891995, -77.092719, -77.1132981, -77.124943, -77.165986, -77.078263, -76.954438, -76.954773, -76.883052, -76.758008, -76.693018, -76.652571, -76.6772374, 34.9577118, 34.98871, 34.976246, 34.998339, 35.015188, 35.0406, 35.057941, 34.95073, 34.970209, 
34.975467, 34.960665, 34.873353, 34.8148274, 34.720333, 34.721701, 34.760372, 34.784389, 34.7141177, 34.715756, 34.729352, 34.725447, 34.672948, 34.6830317, 34.754385, 34.785032, 34.811322, 34.809066, 34.824508, 34.844896, 34.846285, 34.86918, 34.937595, 34.9577118)))"
"Cullman, AL",18980,"list(list(c(-87.151036, -87.111992, -87.109911, -87.092741, -86.581936, -86.477525, -86.45302, -86.519603, -86.599785, -86.704365, -86.701702, -86.760071, -86.763999, -86.886098, -86.924387, -86.919824, -86.959667, -87.007077, -87.091836, -87.085584, -87.151036, 33.993225, 33.992385, 34.299299, 34.31232, 34.304694, 34.302758, 34.259317, 34.251766, 34.12172, 34.081349, 34.035561, 33.995934, 33.974187, 33.933469, 33.909222, 33.884618, 33.857974, 33.888927, 33.890093, 33.919164, 33.993225)))"
"Burlington, IA-IL",15460,"list(list(c(-91.409453, -91.372095, -91.37071, -90.949383, -90.785194, -90.789652, -90.904216, -91.022222, -91.1854285, -91.123928, -91.1124336, -91.206972, -91.293391, -91.409453, 40.812905, 40.812631, 41.074112, 41.072711, 41.068749, 40.63575, 40.639201, 40.634956, 40.6380707, 40.669152, 40.6962787, 40.720561, 40.772577, 40.812905)))"
"West Plains, MO",48460,"list(list(c(-92.120415, -92.112346, -92.095982, -92.088708, -91.875058, -91.655607, -91.660017, -91.674237, -91.678333, -91.672343, -92.120415, 36.498863, 36.794231, 36.794011, 37.056248, 37.050697, 37.048925, 36.787531, 36.787832, 36.62506, 36.499463, 36.498863)))"
"Lincoln, IL",30660,"list(list(c(-89.602979, -89.26374, -89.26265, -89.148772, -89.144764, -89.143451, -89.217846, -89.40506, -89.483419, -89.483826, -89.578289, -89.579127, -89.601604, -89.602979, 40.320129, 40.325344, 40.280919, 40.28252, 40.048853, 39.917647, 39.91699, 39.918304, 39.93314, 39.976733, 39.976127, 40.092324, 40.122432, 40.320129)))"
"Fitzgerald, GA",22340,"list(list(c(-82.995698, -82.99836, -83.176376, -83.177218, -83.266363, -83.265636, -83.325617, -83.325296, -83.453634, -83.480176, -83.209638, -83.180006, -83.027966, -82.995698, 31.780983, 31.673164, 31.678382, 31.651691, 31.654203, 31.679859, 31.680603, 31.756584, 31.757861, 31.847312, 31.844646, 31.850408, 31.778291, 31.780983)))"
"Anniston-Oxford-Jacksonville, AL",11500,"list(list(c(-86.065272, -85.995169, -85.96917, -85.899568, -85.881768, -85.740968, -85.738975, -85.529432, -85.532482, -85.601858, -85.637014, -85.637126, -85.585201, -85.585985, -85.638049, -85.638579, -85.65581, -85.742202, -85.744118, -85.796054, -85.794559, -85.994935, -86.021587, -86.025797, -86.050669, -86.145562, -86.137396, -86.043993, -86.064364, -86.065272, 33.842198, 33.864897, 33.914598, 33.906399, 33.950299, 33.935301, 33.96846, 33.95598, 33.889152, 33.88975, 33.875944, 33.846497, 33.84592, 
33.802095, 33.773339, 33.648413, 33.627166, 33.600002, 33.556075, 33.55622, 33.585565, 33.586475, 33.601163, 33.646285, 33.67459, 33.679098, 33.715351, 33.763595, 33.797775, 33.842198)))"
"Lewistown, PA",30380,"list(list(c(-77.681334, -77.438467, -77.36418, -77.356628, -77.354097, -77.287941, -77.384058, -77.49776, -77.497506, -77.612509, -77.612459, -77.75212, -77.85859, -77.913844, -77.816757, -77.841827, -77.77248, -77.68708, -77.681334, 40.729758, 40.824027, 40.846937, 40.807334, 40.701667, 40.693595, 40.661635, 40.609484, 40.58174, 40.514187, 40.490919, 40.378545, 40.366029, 40.398679, 40.500555, 40.550035, 40.625932, 40.67675, 40.729758)))"
"Big Stone Gap, VA",13720,"list(list(c(-82.406633, -82.40876, -82.61774, -82.656992, -82.7063, -82.748147, -82.771595, -82.835392, -82.8782082, -82.856099, -82.869183, -82.822684, -82.782144, -82.722254, -82.722097, -82.498858, -82.350948, -82.292746, -82.250561, -82.236308, -82.172283, -82.137048, -82.196419, -82.258173, -82.32783, -82.298594, -82.31816, -82.369695, -82.406633, 36.876356, 36.885095, 36.880773, 36.845138, 36.822938, 36.832633, 36.800031, 36.847869, 36.8927955, 36.952471, 36.974182, 37.004128, 37.008242, 37.057948, 
37.120168, 37.227044, 37.267077, 37.305903, 37.272886, 37.212014, 37.129222, 37.050255, 37.03103, 36.989265, 36.970982, 36.905419, 36.887762, 36.893382, 36.876356)))"
"Evansville, IN-KY",21780,"list(list(c(-87.316893, -87.298388, -87.073067, -87.073141, -87.01749, -87.017453, -87.070259, -87.097919, -87.225701, -87.26795, -87.2690219, -87.3029434, -87.323402, -87.290173, -87.394093, -87.413012, -87.495331, -87.734545, -87.754778, -87.75565, -87.772691, -87.819886, -87.9270922, -87.936228, -87.90681, -87.944506, -88.037623, -88.094956, -88.013355, -88.036793, -88.012574, -88.034132, -87.967226, -88.016729, -87.945472, -87.910623, -87.969865, -87.9837006, -87.799169, -87.799677, -87.688208, 
-87.688374, -87.467284, -87.466744, -87.31703, -87.316893, 38.246077, 38.231671, 38.232596, 38.203821, 38.20358, 38.118301, 38.118083, 38.059328, 37.971667, 37.925172, 37.877974, 37.8977065, 37.819239, 37.760636, 37.723995, 37.674678, 37.647547, 37.638376, 37.671332, 37.727763, 37.766692, 37.76835, 37.9017059, 37.867937, 37.807624, 37.775256, 37.809864, 37.893689, 37.894854, 37.956793, 37.977062, 38.032045, 38.067105, 38.097257, 38.126616, 38.166604, 38.191786, 38.2303535, 38.22858, 38.201944, 38.201001, 
38.168419, 38.165403, 38.201286, 38.201753, 38.246077)))"
"Claremont-Lebanon, NH-VT",17200,"list(list(c(-72.742303, -72.683772, -72.589855, -72.559688, -72.443032, -72.419747, -72.368353, -72.30498, -72.17026, -72.043667, -72.066166, -72.047889, -72.067774, -72.033136, -71.98112, -71.8377196, -71.814388, -71.765689, -71.696885, -71.587004, -71.575819, -71.507412, -71.443338, -71.415898, -71.413171, -71.387138, -71.366355, -71.383613, -71.361965, -71.564603, -71.531658, -71.521466, -71.648346, -71.651596, -71.727573, -71.818059, -71.849203, -71.928368, -72.011363, -72.053752, -72.051586, 
-72.090146, -72.065442, -72.009074, -72.038149, -72.178497, -72.156661, -72.376439, -72.431632, -72.4520937, -72.434645, -72.546242, -72.685746, -72.819368, -72.8199, -72.867902, -72.866076, -72.825913, -72.759799, -72.727184, -72.788987, -72.758005, -72.700945, -72.820043, -72.818605, -72.782812, -72.796653, -72.873366, -72.958853, -72.953083, -72.876556, -72.865283, -72.742303, 44.029655, 44.012938, 44.159343, 44.162858, 44.128669, 44.220979, 44.204057, 44.183149, 44.192053, 44.156698, 44.189773, 
44.238493, 44.270976, 44.320365, 44.3375, 44.3477442, 44.381932, 44.4063077, 44.332118, 44.304759, 44.254596, 44.262897, 44.249172, 44.212169, 44.167462, 44.155201, 44.068524, 44.022611, 43.915938, 43.893172, 43.760979, 43.697992, 43.684511, 43.620562, 43.563411, 43.548381, 43.6112, 43.536777, 43.436871, 43.441097, 43.376118, 43.322553, 43.25508, 43.187882, 43.128807, 43.131866, 43.181968, 43.157684, 43.135635, 43.1613424, 43.233311, 43.235919, 43.222518, 43.255498, 43.29921, 43.300742, 43.34697, 
43.38029, 43.354144, 43.468717, 43.50007, 43.587517, 43.682831, 43.716834, 43.746305, 43.804338, 43.829387, 43.839633, 43.826542, 43.87487, 43.902765, 43.861656, 44.029655)))"
"Elko, NV",21220,"list(list(c(-117.0182085, -116.62677, -115.870181, -115.313877, -115.0381572, -114.806384, -114.598267, -114.2817993, -114.041477, -114.040231, -114.0421451, -114.046178, -114.0466825, -114.354222, -114.864346, -115.245841, -115.774715, -115.824056, -115.835653, -115.794864, -115.812471, -115.810054, -115.833101, -115.82751, -115.813476, -115.838173, -115.842154, -115.875886, -115.907659, -115.907071, -116.600946, -116.592855, -116.59105, -116.590396, -116.600095, -116.594765, -116.596815, -116.586786, 
-117.018419, -117.018026, -117.0182085, 41.9993464, 41.99775, 41.996766, 41.996103, 41.9960123, 42.001822, 41.994511, 41.9942139, 41.993873, 41.49169, 40.9998965, 40.398313, 40.1169354, 40.117754, 40.122447, 40.122333, 40.12855, 40.121202, 39.994689, 39.853104, 39.824535, 39.761854, 39.729412, 39.646043, 39.593521, 39.556187, 39.511244, 39.465718, 39.464432, 39.161848, 39.161463, 39.374928, 39.633717, 40.072277, 40.073996, 40.304787, 40.94646, 41.000398, 41.000254, 41.422461, 41.9993464)))"
